elements,clusters,Iterations,blocks,threadsPerBlock,GPU
100000,10,106,32768,1024,0.161203
100000,10,106,32,32,0.151318
100000,10,106,32,50,0.125387
100000,10,54,32,64,0.106289
100000,10,53,32,100,0.103081
100000,10,54,32,128,0.10248
100000,10,53,32,200,0.102946
100000,10,53,32,256,0.101707
100000,10,54,32,400,0.102924
100000,10,53,32,512,0.101348
100000,10,82,32,750,0.114068
100000,10,86,32,1024,0.116592
100000,10,82,64,32,0.114822
100000,10,81,64,50,0.114342
100000,10,82,64,64,0.11455
100000,10,82,64,100,0.113236
100000,10,165,64,128,0.146387
100000,10,165,64,200,0.147282
100000,10,165,64,256,0.148958
100000,10,164,64,400,0.147552
100000,10,164,64,512,0.14966
100000,10,92,64,750,0.123105
100000,10,92,64,1024,0.120105
100000,10,92,128,32,0.118781
100000,10,92,128,50,0.117877
100000,10,92,128,64,0.117433
100000,10,52,128,100,0.101599
100000,10,52,128,128,0.101703
100000,10,52,128,200,0.102257
100000,10,52,128,256,0.105718
100000,10,52,128,400,0.103402
100000,10,52,128,512,0.104448
100000,10,52,128,750,0.10265
100000,10,61,128,1024,0.106342
100000,10,61,256,32,0.104759
100000,10,61,256,50,0.111855
100000,10,61,256,64,0.107709
100000,10,61,256,100,0.10991
100000,10,61,256,128,0.110635
100000,10,72,256,200,0.115968
100000,10,72,256,256,0.121104
100000,10,72,256,400,0.116366
100000,10,72,256,512,0.118613
100000,10,72,256,750,0.115952
100000,10,72,256,1024,0.116725
100000,10,63,512,32,0.110817
100000,10,62,512,50,0.111336
100000,10,61,512,64,0.110971
100000,10,62,512,100,0.11075
100000,10,61,512,128,0.110275
100000,10,62,512,200,0.111173
100000,10,45,512,256,0.103843
100000,10,45,512,400,0.103152
100000,10,44,512,512,0.10368
100000,10,44,512,750,0.102833
100000,10,44,512,1024,0.102696
100000,10,45,1024,32,0.103908
100000,10,125,1024,50,0.141094
100000,10,125,1024,64,0.147475
100000,10,126,1024,100,0.137247
100000,10,126,1024,128,0.139754
100000,10,126,1024,200,0.138146
100000,10,63,1024,256,0.109787
100000,10,63,1024,400,0.108995
100000,10,62,1024,512,0.109798
100000,10,63,1024,750,0.108901
100000,10,62,1024,1024,0.108969
100000,10,63,2048,32,0.10825
100000,10,62,2048,50,0.108065
100000,10,64,2048,64,0.110691
100000,10,64,2048,100,0.108679
100000,10,64,2048,128,0.109788
100000,10,64,2048,200,0.109641
100000,10,64,2048,256,0.110381
100000,10,52,2048,400,0.104478
100000,10,52,2048,512,0.105481
100000,10,52,2048,750,0.104547
100000,10,52,2048,1024,0.105204
100000,10,52,4096,32,0.103746
100000,10,52,4096,50,0.103867
100000,10,102,4096,64,0.129382
100000,10,102,4096,100,0.126064
100000,10,103,4096,128,0.128877
100000,10,102,4096,200,0.12773
100000,10,102,4096,256,0.128873
100000,10,60,4096,400,0.108288
100000,10,81,4096,512,0.121923
100000,10,64,4096,750,0.142882
100000,10,60,4096,1024,0.109569
100000,10,80,8192,32,0.11742
100000,10,86,8192,50,0.120401
100000,10,79,8192,64,0.119042
100000,10,79,8192,100,0.116307
100000,10,80,8192,128,0.118527
100000,10,80,8192,200,0.145531
100000,10,78,8192,256,0.116701
100000,10,94,8192,400,0.130988
100000,10,94,8192,512,0.129585
100000,10,95,8192,750,0.127724
100000,10,95,8192,1024,0.128658
100000,10,95,16384,32,0.126308
100000,10,94,16384,50,0.124966
100000,10,87,16384,64,0.154762
100000,10,88,16384,100,0.124367
100000,10,87,16384,128,0.123501
100000,10,87,16384,200,0.122709
100000,10,87,16384,256,0.135822
100000,10,54,16384,400,0.107883
100000,10,55,16384,512,0.109711
100000,10,55,16384,750,0.112418
100000,10,55,16384,1024,0.114129
100000,10,54,32768,32,0.113843
100000,10,60,32768,50,0.111015
100000,10,60,32768,64,0.112503
100000,10,60,32768,100,0.110761
100000,10,60,32768,128,0.111049
100000,10,56,32768,200,0.109137
100000,10,56,32768,256,0.139652
100000,10,146,32768,400,0.162431
100000,10,146,32768,512,0.164315
100000,10,146,32768,750,0.185447
100000,10,144,32768,1024,0.188655
100000,10,104,32,32,0.143622
100000,10,105,32,50,0.123959
100000,10,105,32,64,0.1274
100000,10,106,32,100,0.125343
100000,10,106,32,128,0.123676
100000,10,66,32,200,0.106979
100000,10,67,32,256,0.113697
100000,10,67,32,400,0.106993
100000,10,67,32,512,0.106708
100000,10,67,32,750,0.107216
100000,10,67,32,1024,0.109726
100000,10,80,64,32,0.113649
100000,10,81,64,50,0.114097
100000,10,81,64,64,0.115349
100000,10,81,64,100,0.138111
100000,10,80,64,128,0.112428
100000,10,85,64,200,0.114625
100000,10,85,64,256,0.114421
100000,10,85,64,400,0.11652
100000,10,84,64,512,0.115094
100000,10,85,64,750,0.116009
100000,10,84,64,1024,0.116585
100000,10,76,128,32,0.111942
100000,10,76,128,50,0.111335
100000,10,76,128,64,0.110959
100000,10,76,128,100,0.111248
100000,10,75,128,128,0.110951
100000,10,85,128,200,0.130839
100000,10,83,128,256,0.116266
100000,10,84,128,400,0.115759
100000,10,85,128,512,0.118121
100000,10,84,128,750,0.116148
100000,10,84,128,1024,0.115631
100000,10,96,256,32,0.118482
100000,10,96,256,50,0.119188
100000,10,96,256,64,0.118819
100000,10,96,256,100,0.123024
100000,10,96,256,128,0.121357
100000,10,82,256,200,0.115038
100000,10,82,256,256,0.115869
100000,10,82,256,400,0.115273
100000,10,82,256,512,0.117475
100000,10,82,256,750,0.115496
100000,10,63,256,1024,0.108525
100000,10,63,512,32,0.110954
100000,10,62,512,50,0.105599
100000,10,63,512,64,0.107332
100000,10,62,512,100,0.106796
100000,10,62,512,128,0.106985
100000,10,63,512,200,0.107108
100000,10,91,512,256,0.119558
100000,10,87,512,400,0.117112
100000,10,87,512,512,0.144276
100000,10,91,512,750,0.118102
100000,10,91,512,1024,0.119776
100000,10,51,1024,32,0.101409
100000,10,50,1024,50,0.103138
100000,10,50,1024,64,0.10265
100000,10,50,1024,100,0.108304
100000,10,50,1024,128,0.102416
100000,10,50,1024,200,0.101857
100000,10,91,1024,256,0.120724
100000,10,91,1024,400,0.119703
100000,10,91,1024,512,0.120246
100000,10,91,1024,750,0.119192
100000,10,91,1024,1024,0.120118
100000,10,91,2048,32,0.118934
100000,10,95,2048,50,0.120995
100000,10,92,2048,64,0.121881
100000,10,95,2048,100,0.120554
100000,10,95,2048,128,0.123394
100000,10,90,2048,200,0.119408
100000,10,90,2048,256,0.119857
100000,10,124,2048,400,0.133327
100000,10,124,2048,512,0.136297
100000,10,124,2048,750,0.133969
100000,10,124,2048,1024,0.134804
100000,10,123,4096,32,0.131743
100000,10,70,4096,50,0.109842
100000,10,70,4096,64,0.112746
100000,10,70,4096,100,0.110348
100000,10,70,4096,128,0.111316
100000,10,70,4096,200,0.11061
100000,10,70,4096,256,0.111998
100000,10,69,4096,400,0.110289
100000,10,71,4096,512,0.112719
100000,10,70,4096,750,0.111727
100000,10,69,4096,1024,0.111352
100000,10,71,8192,32,0.111097
100000,10,70,8192,50,0.110814
100000,10,104,8192,64,0.128929
100000,10,104,8192,100,0.125445
100000,10,104,8192,128,0.127223
100000,10,114,8192,200,0.13015
100000,10,114,8192,256,0.130921
100000,10,103,8192,400,0.125954
100000,10,47,8192,512,0.10285
100000,10,46,8192,750,0.101717
100000,10,47,8192,1024,0.10329
100000,10,46,16384,32,0.100699
100000,10,47,16384,50,0.101564
100000,10,47,16384,64,0.10362
100000,10,63,16384,100,0.108709
100000,10,63,16384,128,0.109452
100000,10,63,16384,200,0.108055
100000,10,64,16384,256,0.109752
100000,10,64,16384,400,0.110004
100000,10,63,16384,512,0.111562
100000,10,70,16384,750,0.118762
100000,10,70,16384,1024,0.120442
100000,10,70,32768,32,0.113266
100000,10,70,32768,50,0.114472
100000,10,66,32768,64,0.113884
100000,10,70,32768,100,0.113338
100000,10,210,32768,128,0.182291
100000,10,210,32768,200,0.17986
100000,10,209,32768,256,0.181595
100000,10,210,32768,400,0.191143
100000,10,210,32768,512,0.199608
100000,10,56,32768,750,0.120276
100000,10,56,32768,1024,0.122244
100000,10,58,32,32,0.115964
100000,10,58,32,50,0.105371
100000,10,58,32,64,0.107149
100000,10,65,32,100,0.107913
100000,10,65,32,128,0.107287
100000,10,65,32,200,0.107152
100000,10,65,32,256,0.106697
100000,10,65,32,400,0.10659
100000,10,65,32,512,0.106929
100000,10,65,32,750,0.107756
100000,10,65,32,1024,0.108073
100000,10,65,64,32,0.108061
100000,10,65,64,50,0.107788
100000,10,65,64,64,0.107006
100000,10,65,64,100,0.107464
100000,10,65,64,128,0.106852
100000,10,75,64,200,0.110986
100000,10,75,64,256,0.110972
100000,10,75,64,400,0.111468
100000,10,75,64,512,0.112429
100000,10,75,64,750,0.112724
100000,10,75,64,1024,0.112754
100000,10,39,128,32,0.096237
100000,10,39,128,50,0.096692
100000,10,39,128,64,0.09623
100000,10,39,128,100,0.097457
100000,10,39,128,128,0.096748
100000,10,39,128,200,0.096651
100000,10,39,128,256,0.096982
100000,10,69,128,400,0.110843
100000,10,69,128,512,0.112242
100000,10,69,128,750,0.110089
100000,10,69,128,1024,0.110773
100000,10,69,256,32,0.108381
100000,10,69,256,50,0.108244
100000,10,74,256,64,0.110952
100000,10,74,256,100,0.111288
100000,10,74,256,128,0.111768
100000,10,74,256,200,0.111842
100000,10,79,256,256,0.114061
100000,10,74,256,400,0.112853
100000,10,86,256,512,0.120007
100000,10,87,256,750,0.117599
100000,10,87,256,1024,0.117955
100000,10,87,512,32,0.114996
100000,10,87,512,50,0.117515
100000,10,87,512,64,0.122217
100000,10,50,512,100,0.100997
100000,10,52,512,128,0.106197
100000,10,50,512,200,0.104957
100000,10,51,512,256,0.104945
100000,10,50,512,400,0.105238
100000,10,50,512,512,0.10651
100000,10,90,512,750,0.124514
100000,10,91,512,1024,0.125613
100000,10,91,1024,32,0.125055
100000,10,92,1024,50,0.125202
100000,10,92,1024,64,0.128237
100000,10,48,1024,100,0.10404
100000,10,48,1024,128,0.104669
100000,10,50,1024,200,0.105529
100000,10,50,1024,256,0.105381
100000,10,48,1024,400,0.104433
100000,10,48,1024,512,0.105964
100000,10,48,1024,750,0.103989
100000,10,63,1024,1024,0.112261
100000,10,63,2048,32,0.111074
100000,10,63,2048,50,0.111119
100000,10,63,2048,64,0.112892
100000,10,63,2048,100,0.11146
100000,10,63,2048,128,0.11177
100000,10,83,2048,200,0.121403
100000,10,83,2048,256,0.122067
100000,10,83,2048,400,0.122002
100000,10,83,2048,512,0.124303
100000,10,83,2048,750,0.121972
100000,10,83,2048,1024,0.122929
100000,10,66,4096,32,0.113319
100000,10,67,4096,50,0.113803
100000,10,67,4096,64,0.115071
100000,10,66,4096,100,0.112864
100000,10,66,4096,128,0.1145
100000,10,66,4096,200,0.113256
100000,10,76,4096,256,0.11865
100000,10,76,4096,400,0.118868
100000,10,77,4096,512,0.121577
100000,10,76,4096,750,0.120183
100000,10,76,4096,1024,0.120458
100000,10,61,8192,32,0.110843
100000,10,61,8192,50,0.111008
100000,10,61,8192,64,0.113194
100000,10,61,8192,100,0.110794
100000,10,61,8192,128,0.112644
100000,10,61,8192,200,0.111727
100000,10,46,8192,256,0.105023
100000,10,45,8192,400,0.103729
100000,10,45,8192,512,0.105065
100000,10,45,8192,750,0.105191
100000,10,42,8192,1024,0.103895
100000,10,45,16384,32,0.103745
100000,10,45,16384,50,0.10467
100000,10,87,16384,64,0.128582
100000,10,87,16384,100,0.12508
100000,10,87,16384,128,0.125934
100000,10,87,16384,200,0.125483
100000,10,87,16384,256,0.126976
100000,10,87,16384,400,0.126777
100000,10,63,16384,512,0.116654
100000,10,63,16384,750,0.120648
100000,10,63,16384,1024,0.123093
100000,10,63,32768,32,0.11544
100000,10,63,32768,50,0.11676
100000,10,74,32768,64,0.123792
100000,10,74,32768,100,0.122261
100000,10,75,32768,128,0.12259
100000,10,75,32768,200,0.122468
100000,10,75,32768,256,0.123124
100000,10,75,32768,400,0.127193
100000,10,39,32768,512,0.106959
100000,10,41,32768,750,0.11462
100000,10,39,32768,1024,0.115352
100000,10,41,32,32,0.110184
100000,10,41,32,50,0.101959
100000,10,39,32,64,0.101161
100000,10,85,32,100,0.12335
100000,10,85,32,128,0.121158
100000,10,85,32,200,0.120701
100000,10,85,32,256,0.120165
100000,10,85,32,400,0.120106
100000,10,85,32,512,0.120158
100000,10,61,32,750,0.109808
100000,10,61,32,1024,0.110554
100000,10,61,64,32,0.110767
100000,10,61,64,50,0.110737
100000,10,61,64,64,0.109853
100000,10,61,64,100,0.109276
100000,10,98,64,128,0.126141
100000,10,98,64,200,0.126251
100000,10,98,64,256,0.126025
100000,10,58,64,400,0.108963
100000,10,98,64,512,0.128319
100000,10,58,64,750,0.109585
100000,10,69,64,1024,0.115404
100000,10,69,128,32,0.114303
100000,10,69,128,50,0.114439
100000,10,69,128,64,0.117244
100000,10,69,128,100,0.113245
100000,10,69,128,128,0.112258
100000,10,92,128,200,0.124196
100000,10,91,128,256,0.123715
100000,10,93,128,400,0.126446
100000,10,91,128,512,0.126873
100000,10,92,128,750,0.125201
100000,10,93,128,1024,0.125964
100000,10,91,256,32,0.122335
100000,10,93,256,50,0.123513
100000,10,91,256,64,0.123566
100000,10,94,256,100,0.125569
100000,10,91,256,128,0.125517
100000,10,76,256,200,0.118369
100000,10,76,256,256,0.11836
100000,10,76,256,400,0.137062
100000,10,76,256,512,0.120129
100000,10,77,256,750,0.11877
100000,10,75,256,1024,0.11775
100000,10,79,512,32,0.117477
100000,10,79,512,50,0.118582
100000,10,79,512,64,0.119193
100000,10,80,512,100,0.119257
100000,10,79,512,128,0.121194
100000,10,79,512,200,0.118902
100000,10,86,512,256,0.123854
100000,10,86,512,400,0.123111
100000,10,88,512,512,0.125511
100000,10,86,512,750,0.123069
100000,10,86,512,1024,0.123554
100000,10,78,1024,32,0.123261
100000,10,79,1024,50,0.120354
100000,10,78,1024,64,0.121067
100000,10,80,1024,100,0.119148
100000,10,80,1024,128,0.119906
100000,10,78,1024,200,0.122246
100000,10,65,1024,256,0.114065
100000,10,65,1024,400,0.11309
100000,10,66,1024,512,0.115232
100000,10,65,1024,750,0.112756
100000,10,66,1024,1024,0.11345
100000,10,66,2048,32,0.112888
100000,10,109,2048,50,0.134182
100000,10,109,2048,64,0.138046
100000,10,109,2048,100,0.134024
100000,10,109,2048,128,0.135261
100000,10,109,2048,200,0.134045
100000,10,70,2048,256,0.115861
100000,10,70,2048,400,0.11489
100000,10,70,2048,512,0.116618
100000,10,70,2048,750,0.115388
100000,10,70,2048,1024,0.116629
100000,10,70,4096,32,0.112875
100000,10,84,4096,50,0.122434
100000,10,84,4096,64,0.124624
100000,10,84,4096,100,0.14307
100000,10,84,4096,128,0.123102
100000,10,59,4096,200,0.109858
100000,10,59,4096,256,0.109751
100000,10,59,4096,400,0.109963
100000,10,59,4096,512,0.111545
100000,10,58,4096,750,0.127249
100000,10,86,4096,1024,0.125882
100000,10,86,8192,32,0.12341
100000,10,87,8192,50,0.124289
100000,10,85,8192,64,0.126316
100000,10,90,8192,100,0.125352
100000,10,90,8192,128,0.126466
100000,10,90,8192,200,0.14101
100000,10,90,8192,256,0.127222
100000,10,87,8192,400,0.123821
100000,10,86,8192,512,0.127196
100000,10,87,8192,750,0.126931
100000,10,86,8192,1024,0.128555
100000,10,87,16384,32,0.124639
100000,10,64,16384,50,0.113761
100000,10,64,16384,64,0.115679
100000,10,64,16384,100,0.113195
100000,10,64,16384,128,0.114207
100000,10,59,16384,200,0.111721
100000,10,59,16384,256,0.112189
100000,10,60,16384,400,0.129563
100000,10,79,16384,512,0.125422
100000,10,79,16384,750,0.140935
100000,10,79,16384,1024,0.131955
100000,10,79,32768,32,0.122283
100000,10,79,32768,50,0.130964
100000,10,81,32768,64,0.127468
100000,10,81,32768,100,0.124219
100000,10,80,32768,128,0.141568
100000,10,81,32768,200,0.147749
100000,10,71,32768,256,0.128179
100000,10,68,32768,400,0.121863
100000,10,68,32768,512,0.131855
100000,10,69,32768,750,0.137601
100000,10,71,32768,1024,0.141388
100000,10,54,32,32,0.129493
100000,10,54,32,50,0.105325
100000,10,54,32,64,0.107792
100000,10,57,32,100,0.106681
100000,10,54,32,128,0.104046
100000,10,57,32,200,0.110155
100000,10,82,32,256,0.116043
100000,10,83,32,400,0.117567
100000,10,82,32,512,0.124895
100000,10,83,32,750,0.118408
100000,10,82,32,1024,0.119416
100000,10,88,64,32,0.13119
100000,10,88,64,50,0.137849
100000,10,89,64,64,0.119639
100000,10,88,64,100,0.118493
100000,10,41,64,128,0.097811
100000,10,41,64,200,0.09791
100000,10,41,64,256,0.102643
100000,10,41,64,400,0.098418
100000,10,41,64,512,0.115123
100000,10,58,64,750,0.10672
100000,10,57,64,1024,0.107245
100000,10,59,128,32,0.115166
100000,10,58,128,50,0.128002
100000,10,75,128,64,0.113533
100000,10,75,128,100,0.11345
100000,10,75,128,128,0.113592
100000,10,75,128,200,0.114122
100000,10,75,128,256,0.114829
100000,10,84,128,400,0.119198
100000,10,84,128,512,0.121353
100000,10,84,128,750,0.118592
100000,10,84,128,1024,0.11937
100000,10,84,256,32,0.11703
100000,10,84,256,50,0.128381
100000,10,63,256,64,0.108517
100000,10,63,256,100,0.117885
100000,10,64,256,128,0.109973
100000,10,65,256,200,0.110515
100000,10,63,256,256,0.109855
100000,10,63,256,400,0.109195
100000,10,70,256,512,0.114884
100000,10,70,256,750,0.112055
100000,10,68,256,1024,0.122557
100000,10,67,512,32,0.109537
100000,10,66,512,50,0.12735
100000,10,57,512,64,0.125316
100000,10,57,512,100,0.106556
100000,10,57,512,128,0.125248
100000,10,57,512,200,0.105998
100000,10,57,512,256,0.124151
100000,10,124,512,400,0.156672
100000,10,124,512,512,0.158147
100000,10,124,512,750,0.154109
100000,10,124,512,1024,0.144877
100000,10,123,1024,32,0.137125
100000,10,136,1024,50,0.143314
100000,10,137,1024,64,0.147369
100000,10,137,1024,100,0.137983
100000,10,84,1024,128,0.116501
100000,10,85,1024,200,0.11646
100000,10,85,1024,256,0.117462
100000,10,85,1024,400,0.116526
100000,10,85,1024,512,0.118076
100000,10,85,1024,750,0.116456
100000,10,61,1024,1024,0.108269
100000,10,60,2048,32,0.105509
100000,10,60,2048,50,0.115261
100000,10,45,2048,64,0.111434
100000,10,44,2048,100,0.111442
100000,10,44,2048,128,0.114422
100000,10,45,2048,200,0.10776
100000,10,44,2048,256,0.101666
100000,10,45,2048,400,0.10296
100000,10,78,2048,512,0.120517
100000,10,78,2048,750,0.1297
100000,10,78,2048,1024,0.134224
100000,10,78,4096,32,0.124951
100000,10,78,4096,50,0.121112
100000,10,73,4096,64,0.125072
100000,10,73,4096,100,0.124335
100000,10,73,4096,128,0.119575
100000,10,103,4096,200,0.130158
100000,10,103,4096,256,0.132646
100000,10,103,4096,400,0.138823
100000,10,103,4096,512,0.141171
100000,10,53,4096,750,0.116615
100000,10,53,4096,1024,0.115986
100000,10,53,8192,32,0.111983
100000,10,53,8192,50,0.113726
100000,10,53,8192,64,0.114821
100000,10,52,8192,100,0.113988
100000,10,52,8192,128,0.11436
100000,10,52,8192,200,0.113706
100000,10,52,8192,256,0.114052
100000,10,53,8192,400,0.113987
100000,10,53,8192,512,0.115295
100000,10,53,8192,750,0.115939
100000,10,57,8192,1024,0.118765
100000,10,88,16384,32,0.132183
100000,10,88,16384,50,0.132762
100000,10,88,16384,64,0.13553
100000,10,88,16384,100,0.133394
100000,10,88,16384,128,0.135009
100000,10,53,16384,200,0.115129
100000,10,55,16384,256,0.117584
100000,10,53,16384,400,0.11608
100000,10,54,16384,512,0.118555
100000,10,55,16384,750,0.123105
100000,10,106,16384,1024,0.158275
100000,10,107,32768,32,0.138657
100000,10,105,32768,50,0.138465
100000,10,106,32768,64,0.140377
100000,10,91,32768,100,0.130931
100000,10,91,32768,128,0.131638
100000,10,91,32768,200,0.130486
100000,10,91,32768,256,0.131451
100000,10,91,32768,400,0.134885
100000,10,91,32768,512,0.138712
100000,10,91,32768,750,0.152197
100000,10,91,32768,1024,0.155532
