elements,threadsPerBlock,blocks,GPU
100000,400,256,9.783312
100000,400,256,9.848023
100000,400,256,16.552782
100000,400,256,18.851691
100000,400,256,9.745908
100000,400,256,9.772099
100000,400,256,9.817037
100000,400,256,9.797729
100000,400,256,9.790420
100000,400,256,9.807515
100000,400,256,9.833220
100000,400,256,9.830448
100000,400,256,9.870184
100000,400,256,9.838579
100000,400,256,10.122731
100000,400,450,9.878236
100000,400,450,9.850110
100000,400,450,9.875499
100000,400,450,9.881887
100000,400,450,9.843698
100000,400,450,9.850546
100000,400,450,9.867101
100000,400,450,9.853131
100000,400,450,9.866634
100000,400,450,10.148038
100000,400,450,9.853882
100000,400,450,9.854073
100000,400,450,9.858228
100000,400,450,9.890678
100000,400,450,9.872444
100000,400,450,9.916754
100000,400,450,10.089665
100000,400,450,9.830368
100000,400,450,9.853825
100000,400,450,9.872000
100000,400,512,9.844110
100000,400,512,9.905621
100000,400,512,10.116328
100000,400,512,9.823459
100000,400,512,9.848242
100000,400,512,9.850399
100000,400,512,9.847551
100000,400,512,9.911996
100000,400,512,9.883241
100000,400,512,10.132259
100000,400,512,9.847496
100000,400,512,9.873289
100000,400,512,9.854280
100000,400,512,10.160569
100000,400,512,9.846748
100000,400,512,9.841939
100000,400,512,9.874200
100000,400,512,9.849777
100000,400,512,9.843308
100000,400,512,9.854780
100000,400,800,9.880425
100000,400,800,10.149587
100000,400,800,9.846558
100000,400,800,11.359685
100000,400,800,9.888332
100000,400,800,10.103580
100000,400,800,9.842846
100000,400,800,9.877422
100000,400,800,9.839812
100000,400,800,9.858425
100000,400,800,9.902046
100000,400,800,10.168270
100000,400,800,9.836494
100000,400,800,9.872983
100000,400,800,9.847221
100000,400,800,9.864880
100000,400,800,9.887128
100000,400,800,9.935533
100000,400,800,10.288497
100000,400,800,9.919556
100000,400,1024,9.849466
100000,400,1024,9.862866
100000,400,1024,9.859695
100000,400,1024,10.269481
100000,400,1024,9.847067
100000,400,1024,9.915000
100000,400,1024,9.871876
100000,400,1024,9.847857
100000,400,1024,9.865897
100000,400,1024,9.870680
100000,400,1024,10.347878
100000,400,1024,9.878871
100000,400,1024,9.871454
100000,400,1024,9.848234
100000,400,1024,10.128075
100000,400,1024,10.140387
100000,400,1024,10.089465
100000,400,1024,10.032400
100000,400,1024,9.875671
100000,400,1024,9.859379
100000,400,1500,9.854943
100000,400,1500,9.950082
100000,400,1500,9.860997
100000,400,1500,9.891276
100000,400,1500,9.862335
100000,400,1500,9.920790
100000,400,1500,10.040075
100000,400,1500,9.959055
100000,400,1500,10.027444
100000,400,1500,10.368914
100000,400,1500,9.920288
100000,400,1500,9.941911
100000,400,1500,9.863141
100000,400,1500,9.859324
100000,400,1500,9.872085
100000,400,1500,10.078897
100000,400,1500,9.928563
100000,400,1500,9.943589
100000,400,1500,10.000432
100000,400,1500,9.858391
100000,512,1,3.435542
100000,512,1,4.305479
100000,512,1,3.427046
100000,512,1,3.734544
100000,512,1,3.570887
100000,512,1,3.470377
100000,512,1,3.470466
100000,512,1,3.540124
100000,512,1,4.317918
100000,512,1,4.286117
100000,512,1,7.426717
100000,512,1,7.406980
100000,512,1,3.400171
100000,512,1,3.407157
100000,512,1,3.406730
100000,512,1,3.476942
100000,512,1,3.472912
100000,512,1,3.403017
100000,512,1,3.404321
100000,512,1,3.516052
100000,512,2,3.474083
100000,512,2,3.470727
100000,512,2,3.467191
100000,512,2,3.445955
100000,512,2,3.463748
100000,512,2,3.442378
100000,512,2,3.439938
100000,512,2,6.717205
100000,512,2,8.392878
100000,512,2,8.396363
100000,512,2,8.384825
100000,512,2,9.649630
100000,512,2,9.670870
100000,512,2,9.432185
100000,512,2,10.263584
100000,512,2,10.836163
100000,512,2,11.387912
100000,512,2,11.836705
100000,512,2,20.065777
100000,512,2,28.202742
100000,512,4,20.073104
100000,512,4,5.036972
100000,512,4,12.096467
100000,512,4,48.317368
100000,512,4,48.441039
100000,512,4,27.689656
100000,512,4,5.960870
100000,512,4,247.558560
100000,512,4,4.755263
100000,512,4,4.763022
100000,512,4,4.768188
100000,512,4,4.761838
100000,512,4,4.757302
100000,512,4,4.754347
100000,512,4,4.761838
100000,512,4,4.767425
100000,512,4,4.751304
100000,512,4,4.765468
100000,512,4,4.772949
100000,512,4,4.759266
100000,512,8,4.817034
100000,512,8,4.759840
100000,512,8,4.766788
100000,512,8,4.759965
100000,512,8,4.761258
100000,512,8,4.760550
100000,512,8,4.758900
100000,512,8,10.759100
100000,512,8,680.923783
100000,512,8,4.753395
100000,512,8,4.753966
100000,512,8,6.816894
100000,512,8,4.748736
100000,512,8,4.753499
100000,512,8,4.759246
100000,512,8,6.810009
100000,512,8,4.773138
100000,512,8,4.760820
100000,512,8,4.747827
100000,512,8,4.758673
100000,512,16,4.760465
100000,512,16,4.758957
100000,512,16,4.760399
100000,512,16,4.757154
100000,512,16,4.757542
100000,512,16,4.757221
100000,512,16,4.757715
100000,512,16,4.837510
100000,512,16,4.765766
100000,512,16,4.768362
100000,512,16,4.764431
100000,512,16,4.891961
100000,512,16,4.766252
100000,512,16,4.766249
100000,512,16,4.755340
100000,512,16,4.760004
100000,512,16,4.765833
100000,512,16,4.764812
100000,512,16,4.765980
100000,512,16,4.838414
100000,512,32,4.766247
100000,512,32,4.760562
100000,512,32,4.757895
100000,512,32,4.758208
100000,512,32,4.760740
100000,512,32,4.758131
100000,512,32,4.769358
100000,512,32,4.761228
100000,512,32,4.757067
100000,512,32,4.762476
100000,512,32,4.760122
100000,512,32,4.759599
100000,512,32,4.840462
100000,512,32,4.760582
100000,512,32,4.758931
100000,512,32,4.757958
100000,512,32,4.757705
100000,512,32,4.758067
100000,512,32,4.758803
100000,512,32,4.757291
100000,512,64,4.834335
100000,512,64,4.826680
100000,512,64,4.841616
100000,512,64,4.828664
100000,512,64,4.886626
100000,512,64,4.829075
100000,512,64,4.834402
100000,512,64,4.829845
100000,512,64,4.828473
100000,512,64,4.853663
100000,512,64,4.855785
100000,512,64,4.850826
100000,512,64,4.830292
100000,512,64,4.857757
100000,512,64,4.827561
100000,512,64,4.856334
100000,512,64,4.852561
100000,512,64,4.978114
100000,512,64,4.972260
100000,512,64,5.937779
100000,512,128,6.949268
100000,512,128,7.008766
100000,512,128,6.948408
100000,512,128,6.946542
100000,512,128,6.943687
100000,512,128,6.952653
100000,512,128,6.992410
100000,512,128,6.948127
100000,512,128,6.945947
100000,512,128,6.952346
100000,512,128,6.951444
100000,512,128,6.964403
100000,512,128,6.950101
100000,512,128,6.956875
100000,512,128,6.983751
100000,512,128,6.966442
100000,512,128,6.959023
100000,512,128,6.954426
100000,512,128,6.964187
100000,512,128,6.967529
100000,512,256,10.465711
100000,512,256,10.447563
100000,512,256,10.516187
100000,512,256,10.451675
100000,512,256,10.465814
100000,512,256,10.459665
100000,512,256,10.455235
100000,512,256,10.466927
100000,512,256,10.504541
100000,512,256,10.453024
100000,512,256,10.452946
100000,512,256,10.506943
100000,512,256,14.581877
100000,512,256,12.877101
100000,512,256,22.750189
100000,512,256,22.752473
100000,512,256,240.375755
100000,512,256,23.108557
100000,512,256,12.143273
100000,512,256,10.412362
100000,512,450,10.493057
100000,512,450,10.413103
100000,512,450,10.447277
100000,512,450,10.581203
100000,512,450,10.508702
100000,512,450,10.475511
100000,512,450,10.422752
100000,512,450,10.453398
100000,512,450,10.467795
100000,512,450,10.462081
100000,512,450,10.430396
100000,512,450,10.439759
100000,512,450,10.434220
100000,512,450,10.488082
100000,512,450,10.453687
100000,512,450,10.439904
100000,512,450,10.459347
100000,512,450,10.452668
100000,512,450,10.481629
100000,512,450,10.526733
100000,512,512,10.457443
100000,512,512,10.451749
100000,512,512,10.447393
100000,512,512,10.456968
100000,512,512,10.462871
100000,512,512,10.643312
100000,512,512,10.455259
100000,512,512,10.452859
100000,512,512,10.457091
100000,512,512,10.848407
100000,512,512,10.584648
100000,512,512,10.621695
100000,512,512,10.480926
100000,512,512,10.483387
100000,512,512,10.463127
100000,512,512,10.471455
100000,512,512,10.517413
100000,512,512,10.516434
100000,512,512,10.468433
100000,512,512,10.467536
100000,512,800,10.466244
100000,512,800,10.464850
100000,512,800,10.503260
100000,512,800,10.561601
100000,512,800,10.464670
100000,512,800,10.470655
100000,512,800,10.466152
100000,512,800,10.596210
100000,512,800,10.608834
100000,512,800,10.473719
100000,512,800,10.570108
100000,512,800,10.552022
100000,512,800,10.493828
100000,512,800,10.736164
100000,512,800,10.471502
100000,512,800,10.467561
100000,512,800,10.474785
100000,512,800,10.471168
100000,512,800,10.585409
100000,512,800,10.529250
100000,512,1024,10.469817
100000,512,1024,10.469331
100000,512,1024,10.478996
100000,512,1024,10.473395
100000,512,1024,10.488626
100000,512,1024,10.719294
100000,512,1024,10.663573
100000,512,1024,10.816741
100000,512,1024,10.956549
100000,512,1024,10.476969
100000,512,1024,10.581253
100000,512,1024,10.490382
100000,512,1024,10.749869
100000,512,1024,10.987524
100000,512,1024,10.646171
100000,512,1024,10.471831
100000,512,1024,10.521470
100000,512,1024,10.709298
100000,512,1024,10.975392
100000,512,1024,10.663353
100000,512,1500,10.468263
100000,512,1500,10.636380
100000,512,1500,10.754229
100000,512,1500,10.719481
100000,512,1500,10.462624
100000,512,1500,10.457400
100000,512,1500,10.451656
100000,512,1500,10.467532
100000,512,1500,10.524312
100000,512,1500,10.474994
100000,512,1500,10.478766
100000,512,1500,10.467387
100000,512,1500,10.778340
100000,512,1500,11.427893
100000,512,1500,10.524014
100000,512,1500,10.463338
100000,512,1500,10.465850
100000,512,1500,10.465914
100000,512,1500,10.727395
100000,512,1500,10.527190
100000,800,1,5.532602
100000,800,1,5.523470
100000,800,1,5.520124
100000,800,1,5.520416
100000,800,1,5.516309
100000,800,1,5.522529
100000,800,1,5.526201
100000,800,1,5.535668
100000,800,1,5.520026
100000,800,1,5.829518
100000,800,1,5.629514
100000,800,1,5.526986
100000,800,1,5.525632
100000,800,1,5.525903
100000,800,1,5.522755
100000,800,1,5.596068
100000,800,1,5.519420
100000,800,1,5.519747
100000,800,1,5.514607
100000,800,1,5.680454
100000,800,2,5.612114
100000,800,2,5.685367
100000,800,2,5.608612
100000,800,2,5.752093
100000,800,2,5.810193
100000,800,2,5.599437
100000,800,2,5.601611
100000,800,2,5.610905
100000,800,2,5.604986
100000,800,2,5.601824
100000,800,2,5.701774
100000,800,2,5.693243
100000,800,2,5.605681
100000,800,2,5.606439
100000,800,2,5.606211
100000,800,2,5.801959
100000,800,2,5.606980
100000,800,2,5.605266
100000,800,2,5.608057
100000,800,2,5.608537
100000,800,4,5.627328
100000,800,4,5.635240
100000,800,4,5.697516
100000,800,4,5.639657
100000,800,4,5.631059
100000,800,4,5.628924
100000,800,4,5.630086
100000,800,4,5.625494
100000,800,4,5.617795
100000,800,4,5.631771
100000,800,4,5.854174
100000,800,4,5.632749
100000,800,4,5.672470
100000,800,4,5.648458
100000,800,4,6.167875
100000,800,4,6.275079
100000,800,4,6.258976
100000,800,4,6.246675
100000,800,4,6.109695
100000,800,4,6.339503
100000,800,8,6.046338
100000,800,8,5.873002
100000,800,8,6.026737
100000,800,8,5.634890
100000,800,8,5.635982
100000,800,8,5.634798
100000,800,8,5.631299
100000,800,8,5.786479
100000,800,8,5.826106
100000,800,8,5.711354
100000,800,8,5.848115
100000,800,8,5.628143
100000,800,8,5.638504
100000,800,8,5.714631
100000,800,8,5.639242
100000,800,8,5.637717
100000,800,8,5.641105
100000,800,8,5.783672
100000,800,8,5.877314
100000,800,8,5.905029
100000,800,16,5.654660
100000,800,16,5.646507
100000,800,16,5.645720
100000,800,16,5.709507
100000,800,16,5.649760
100000,800,16,5.656776
100000,800,16,5.830565
100000,800,16,5.828625
100000,800,16,5.651749
100000,800,16,5.646127
100000,800,16,5.651538
100000,800,16,5.684079
100000,800,16,5.649399
100000,800,16,5.645620
100000,800,16,5.702529
100000,800,16,5.644453
100000,800,16,5.768017
100000,800,16,6.069836
100000,800,16,5.925072
100000,800,16,6.047433
100000,800,32,6.199440
100000,800,32,6.126780
100000,800,32,6.124566
100000,800,32,6.059488
100000,800,32,6.123163
100000,800,32,5.808216
100000,800,32,5.828671
100000,800,32,5.929079
100000,800,32,5.683805
100000,800,32,5.779591
100000,800,32,5.784044
100000,800,32,5.679892
100000,800,32,5.708727
100000,800,32,5.833285
100000,800,32,5.787931
100000,800,32,5.713489
100000,800,32,5.815250
100000,800,32,5.716321
100000,800,32,5.737077
100000,800,32,5.715177
100000,800,64,5.707363
100000,800,64,5.708156
100000,800,64,5.966614
100000,800,64,6.093460
100000,800,64,6.358431
100000,800,64,6.248777
100000,800,64,6.223070
100000,800,64,6.135111
100000,800,64,6.206993
100000,800,64,6.121557
100000,800,64,5.930533
100000,800,64,6.058589
100000,800,64,5.953965
100000,800,64,5.788146
100000,800,64,5.922217
100000,800,64,5.963041
100000,800,64,5.713158
100000,800,64,5.810043
100000,800,64,5.899389
100000,800,64,5.976073
100000,800,128,11.058361
100000,800,128,11.102484
100000,800,128,11.111682
100000,800,128,11.208387
100000,800,128,11.003395
100000,800,128,11.107083
100000,800,128,11.271225
100000,800,128,10.965441
100000,800,128,10.956159
100000,800,128,10.942833
100000,800,128,11.011210
100000,800,128,11.102745
100000,800,128,11.064888
100000,800,128,11.201612
100000,800,128,10.952785
100000,800,128,11.177429
100000,800,128,11.030860
100000,800,128,11.030593
100000,800,128,11.053895
100000,800,128,11.127297
100000,800,256,11.032536
100000,800,256,11.034192
100000,800,256,11.043736
100000,800,256,11.029944
100000,800,256,11.030134
100000,800,256,10.972902
100000,800,256,10.966087
100000,800,256,10.984927
100000,800,256,11.165490
100000,800,256,11.140717
100000,800,256,11.008017
100000,800,256,10.962836
100000,800,256,11.013743
100000,800,256,11.041619
100000,800,256,11.034480
100000,800,256,11.143884
100000,800,256,11.044748
100000,800,256,11.035803
100000,800,256,11.229668
100000,800,256,11.042890
100000,800,450,11.426235
100000,800,450,10.961390
100000,800,450,11.033755
100000,800,450,10.965529
100000,800,450,10.957493
100000,800,450,10.960286
100000,800,450,11.104968
100000,800,450,10.974129
100000,800,450,10.949512
100000,800,450,10.954557
100000,800,450,10.964259
100000,800,450,11.015270
100000,800,450,10.961012
100000,800,450,10.971551
100000,800,450,10.965865
100000,800,450,11.017725
100000,800,450,11.021489
100000,800,450,11.053212
100000,800,450,11.030246
100000,800,450,11.035367
100000,800,512,11.030690
100000,800,512,11.039340
100000,800,512,11.078531
100000,800,512,11.012500
100000,800,512,11.355465
100000,800,512,10.955609
100000,800,512,11.085758
100000,800,512,10.992007
100000,800,512,10.994283
100000,800,512,10.972175
100000,800,512,11.511672
100000,800,512,10.951990
100000,800,512,11.334436
100000,800,512,11.122786
100000,800,512,10.955830
100000,800,512,10.953886
100000,800,512,10.961932
100000,800,512,10.955072
100000,800,512,11.030341
100000,800,512,10.987052
100000,800,800,10.963923
100000,800,800,10.965662
100000,800,800,10.955997
100000,800,800,10.975901
100000,800,800,11.013065
100000,800,800,11.164859
100000,800,800,10.976735
100000,800,800,10.960271
100000,800,800,11.034803
100000,800,800,11.009545
100000,800,800,10.962083
100000,800,800,10.969430
100000,800,800,10.969250
100000,800,800,10.954175
100000,800,800,10.957986
100000,800,800,11.010758
100000,800,800,10.954785
100000,800,800,10.950533
 100000,800,800,10.956577
100000,800,800,10.957919
100000,800,1024,11.014540
100000,800,1024,11.002336
100000,800,1024,11.130685
100000,800,1024,10.962682
100000,800,1024,10.978248
100000,800,1024,10.969511
100000,800,1024,11.082779
100000,800,1024,10.956028
100000,800,1024,10.986740
100000,800,1024,10.967682
100000,800,1024,10.965857
100000,800,1024,10.973966
100000,800,1024,22.034949
100000,800,1024,24.296852
100000,800,1024,23.374597
100000,800,1024,21.019242
100000,800,1024,10.949014
100000,800,1024,10.931812
100000,800,1024,10.937554
100000,800,1024,10.989682
100000,800,1500,11.247785
100000,800,1500,11.062053
100000,800,1500,11.238195
100000,800,1500,10.948999
100000,800,1500,10.963035
100000,800,1500,10.988764
100000,800,1500,10.953014
100000,800,1500,10.951618
100000,800,1500,10.964705
100000,800,1500,10.962097
100000,800,1500,11.006765
100000,800,1500,10.963040
100000,800,1500,10.977329
100000,800,1500,10.959540
100000,800,1500,10.963012
100000,800,1500,11.000307
100000,800,1500,10.969750
100000,800,1500,10.956843
100000,800,1500,10.953680
100000,800,1500,10.986972
100000,1024,1,6.865974
100000,1024,1,6.429376
100000,1024,1,6.522210
100000,1024,1,6.424318
100000,1024,1,6.431429
100000,1024,1,6.420514
100000,1024,1,6.417911
100000,1024,1,6.422145
100000,1024,1,6.423934
100000,1024,1,6.419872
100000,1024,1,6.587531
100000,1024,1,6.516603
100000,1024,1,6.423368
100000,1024,1,6.420957
100000,1024,1,6.429863
100000,1024,1,6.428579
100000,1024,1,6.888070
100000,1024,1,6.423416
100000,1024,1,6.417092
100000,1024,1,6.424973
100000,1024,2,6.621334
100000,1024,2,6.548793
100000,1024,2,6.555017
100000,1024,2,6.591190
100000,1024,2,6.536344
100000,1024,2,6.532192
100000,1024,2,6.536531
100000,1024,2,6.539344
100000,1024,2,6.536961
100000,1024,2,6.612750
100000,1024,2,6.540588
100000,1024,2,6.543840
100000,1024,2,6.531628
100000,1024,2,6.532340
100000,1024,2,6.539711
100000,1024,2,6.538335
100000,1024,2,6.537263
100000,1024,2,6.540268
100000,1024,2,6.548789
100000,1024,2,6.592574
100000,1024,4,6.559054
100000,1024,4,6.564329
100000,1024,4,6.558560
100000,1024,4,6.554257
100000,1024,4,6.556598
100000,1024,4,6.560722
100000,1024,4,6.557325
100000,1024,4,6.611334
100000,1024,4,7.293059
100000,1024,4,7.247538
100000,1024,4,7.222775
100000,1024,4,7.238735
100000,1024,4,7.198241
100000,1024,4,7.087041
100000,1024,4,7.192093
100000,1024,4,7.029342
100000,1024,4,6.897512
100000,1024,4,8.034432
100000,1024,4,8.136834
100000,1024,4,8.136200
100000,1024,8,8.061925
100000,1024,8,8.027634
100000,1024,8,7.999764
100000,1024,8,8.063108
100000,1024,8,7.996093
100000,1024,8,7.987252
100000,1024,8,8.175878
100000,1024,8,7.977786
100000,1024,8,7.289335
100000,1024,8,6.679841
100000,1024,8,6.655933
100000,1024,8,6.670117
100000,1024,8,6.595368
100000,1024,8,6.591812
100000,1024,8,6.586457
100000,1024,8,6.684749
100000,1024,8,6.711274
100000,1024,8,7.628991
100000,1024,8,6.600271
100000,1024,8,6.567159
100000,1024,16,6.667323
100000,1024,16,6.838026
100000,1024,16,6.572784
100000,1024,16,7.085475
100000,1024,16,6.889832
100000,1024,16,6.658520
100000,1024,16,6.665441
100000,1024,16,6.648610
100000,1024,16,6.607674
100000,1024,16,6.573207
100000,1024,16,6.576409
100000,1024,16,6.571729
100000,1024,16,6.571876
100000,1024,16,6.566451
100000,1024,16,6.599618
100000,1024,16,6.639341
100000,1024,16,6.571074
100000,1024,16,6.568675
100000,1024,16,6.617612
100000,1024,16,6.640727
100000,1024,32,6.698448
100000,1024,32,6.677307
100000,1024,32,6.579523
100000,1024,32,6.556030
100000,1024,32,6.594352
100000,1024,32,6.556061
100000,1024,32,6.555243
100000,1024,32,6.579408
100000,1024,32,6.592589
100000,1024,32,6.589129
100000,1024,32,6.600294
100000,1024,32,6.583822
100000,1024,32,6.585792
100000,1024,32,6.585472
100000,1024,32,6.600563
100000,1024,32,6.584213
100000,1024,32,6.609623
100000,1024,32,6.583452
100000,1024,32,6.582505
100000,1024,32,6.588853
100000,1024,64,6.529567
100000,1024,64,6.490533
100000,1024,64,6.530526
100000,1024,64,6.495671
100000,1024,64,6.502526
100000,1024,64,6.518542
100000,1024,64,6.507795
100000,1024,64,6.502452
100000,1024,64,6.505365
100000,1024,64,6.506277
100000,1024,64,6.513929
100000,1024,64,6.507465
100000,1024,64,6.509798
100000,1024,64,6.514523
100000,1024,64,6.539321
100000,1024,64,6.539251
100000,1024,64,6.539428
100000,1024,64,6.543911
100000,1024,64,6.543035
100000,1024,64,6.567190
100000,1024,128,12.612176
100000,1024,128,12.597370
100000,1024,128,12.614937
100000,1024,128,12.646774
100000,1024,128,12.561845
100000,1024,128,12.537662
100000,1024,128,12.534054
100000,1024,128,12.536395
100000,1024,128,12.535071
100000,1024,128,12.544109
100000,1024,128,12.542002
100000,1024,128,12.535232
100000,1024,128,12.545432
100000,1024,128,12.541938
100000,1024,128,12.842770
100000,1024,128,12.554690
100000,1024,128,12.541499
100000,1024,128,12.551401
100000,1024,128,12.609131
100000,1024,128,12.613559
100000,1024,256,12.617272
100000,1024,256,12.598407
100000,1024,256,12.608219
100000,1024,256,12.608216
100000,1024,256,12.644384
100000,1024,256,12.536195
100000,1024,256,12.541432
100000,1024,256,12.667264
100000,1024,256,12.708635
100000,1024,256,12.536227
100000,1024,256,12.535438
100000,1024,256,12.539985
100000,1024,256,12.534262
100000,1024,256,12.538702
100000,1024,256,12.533333
100000,1024,256,12.530886
100000,1024,256,12.534048
100000,1024,256,12.542805
100000,1024,256,12.566399
100000,1024,256,12.679834
100000,1024,450,12.623133
100000,1024,450,12.531588
100000,1024,450,12.838234
100000,1024,450,12.537883
100000,1024,450,12.535729
100000,1024,450,12.535382
100000,1024,450,12.587717
100000,1024,450,12.692641
100000,1024,450,12.881706
100000,1024,450,12.607201
100000,1024,450,12.610681
100000,1024,450,12.602548
100000,1024,450,12.601789
100000,1024,450,12.886712
100000,1024,450,12.538310
100000,1024,450,12.551646
100000,1024,450,12.533574
100000,1024,450,12.849623
100000,1024,450,12.834490
100000,1024,450,12.838852
100000,1024,512,99.358487
100000,1024,512,14.737668
100000,1024,512,12.519924
100000,1024,512,12.519514
100000,1024,512,12.519322
100000,1024,512,12.523921
100000,1024,512,12.527572
100000,1024,512,12.520657
100000,1024,512,255.728727
100000,1024,512,13.318586
100000,1024,512,12.534824
100000,1024,512,12.525515
100000,1024,512,12.521138
100000,1024,512,12.518976
100000,1024,512,12.530609
100000,1024,512,12.518579
100000,1024,512,12.522669
100000,1024,512,12.523443
100000,1024,512,695.051294
100000,1024,512,12.521056
100000,1024,800,12.518529
100000,1024,800,12.519398
100000,1024,800,12.527071
100000,1024,800,12.520726
100000,1024,800,12.526689
100000,1024,800,12.529116
100000,1024,800,12.532006
100000,1024,800,12.528799
100000,1024,800,12.525799
100000,1024,800,12.532587
100000,1024,800,12.526079
100000,1024,800,12.528424
100000,1024,800,12.525486
100000,1024,800,12.519582
100000,1024,800,13.271604
100000,1024,800,13.259637
100000,1024,800,12.521920
100000,1024,800,12.591313
100000,1024,800,12.532154
100000,1024,800,12.616293
100000,1024,1024,12.524080
100000,1024,1024,12.530989
100000,1024,1024,12.537515
100000,1024,1024,12.533517
100000,1024,1024,12.535463
100000,1024,1024,12.544646
100000,1024,1024,12.531595
100000,1024,1024,12.537734
100000,1024,1024,12.536698
100000,1024,1024,12.538440
100000,1024,1024,12.544015
100000,1024,1024,12.539492
100000,1024,1024,12.535350
100000,1024,1024,12.541416
100000,1024,1024,12.531795
100000,1024,1024,12.536511
100000,1024,1024,12.533267
100000,1024,1024,12.543718
100000,1024,1024,12.532241
100000,1024,1024,12.535338
100000,1024,1500,12.535436
100000,1024,1500,12.536598
100000,1024,1500,12.535736
100000,1024,1500,12.531159
100000,1024,1500,12.540208
100000,1024,1500,12.537139
100000,1024,1500,12.537231
100000,1024,1500,12.535995
100000,1024,1500,12.537508
100000,1024,1500,12.539874
100000,1024,1500,12.536084
100000,1024,1500,12.532686
100000,1024,1500,12.524398
100000,1024,1500,12.532104
100000,1024,1500,12.533298
100000,1024,1500,12.521782
100000,1024,1500,12.538559
100000,1024,1500,12.537811
100000,1024,1500,12.538460
100000,1024,1500,12.550260